LifeExp,Developed,Mortality,BMI,Alcohol,Polio,HIV,GDP,IDHComp,School,InfDeaths,Population
77,No,148,22.6,3.82,92,0.8,1373.515636,0.569,11.3,0,0.045216
73,No,152,22.1,3.81,91,0.8,1268.884564,0.562,11,0,0.443716
69.9,No,155,21.5,3.49,9,0.8,1239.377855,0,11.3,0,0.043579
68.3,No,179,18.9,0.01,87,0.2,198.687123,0.553,10.9,11,0.152779
67.8,No,183,18.2,0.01,66,0.2,128.419568,0.546,10.8,11,1.522692
67.4,No,186,17.6,0.01,84,0.3,95.244132,0.54,10.7,12,14.776866
67,No,19,17,2.12,87,0.3,882.491462,0.533,10.7,13,14.537886
66.6,No,192,16.4,2.2,88,0.5,785.6928841,0.519,10.6,14,0.143874
66.1,No,195,15.9,2.13,95,0.6,738.2326684,0.52,10.5,15,0.014928
65.6,No,199,15.3,2.24,91,0.7,745.7877873,0.511,10.5,16,0.138859
65,No,24,14.8,2.08,82,0.9,631.675789,0.495,10.3,16,13.676693
64.1,No,216,14.3,2.03,8,1.1,539.8791529,0.483,10.1,17,13.474489
62.9,No,234,13.9,1.99,82,1.4,474.2238766,0.47,10,18,0.132721
61.5,No,253,13.5,1.38,86,1.7,48.615184,0.458,9.7,19,1.363377
63,No,268,13.1,1.44,69,1.9,362.4213785,0.445,9.3,21,12.853124
59.3,No,273,12.8,1.43,54,2.1,339.676984,0.427,8.2,23,12.634729
58.5,No,273,12.4,1.71,59,2.2,321.22634,0.412,7.6,25,1.242473
57.7,No,274,12.1,1.51,62,2.1,3.685949,0.401,7.2,27,12.152354
56.7,No,366,28.4,0.01,86,3.7,1441.1417,0.507,10.4,47,2.223994
56.4,No,364,27.8,0.01,88,4,1365.34419,0.501,10.4,48,21.655715
55.9,No,369,27.2,0.01,85,4.6,1255.648189,0.496,10.4,50,2.182383
55.6,No,371,26.6,6.19,8,4.9,1295.649726,0.486,10,51,0.252447
55.3,No,37,26,6.15,83,5.5,1182.869227,0.48,9.7,53,1.997495
54.8,No,373,25.4,5.89,79,6.3,123.19538,0.473,9.2,54,19.432541
54.2,No,382,24.9,5.9,82,6.7,1233.524316,0.466,8.8,56,0.018978
53.6,No,395,24.4,5.44,81,7,111.71186,0.456,8,57,18.395389
53.3,No,394,23.8,5.22,78,7.2,12.989164,0.456,8.2,58,17.899562
52.8,No,4,23.3,5.03,79,7.4,952.1872484,0.456,8.3,58,1.742795
52.1,No,412,22.8,4.71,72,7.5,93.211716,0.455,8.2,59,1.695981
51.8,No,412,22.3,4.64,72,7.7,824.8689393,0.452,8.1,60,16.513822
51.6,No,47,21.8,4.58,66,7.8,676.397661,0.452,8.4,60,1.684886
51.5,No,41,21.3,4.43,61,7.9,614.6729339,0.437,7.1,61,15.671927
51.4,No,394,2.9,3.91,57,7.7,68.414399,0.433,6.9,62,15.274234
82,No,65,66.4,8.1,91,0.1,544.43376,0.912,15.9,2,35.544564
81.8,No,67,65.8,8.2,91,0.1,52413.72116,0.909,15.9,2,35.155451
81.6,No,68,65.3,8.3,99,0.1,52496.69487,0.907,15.9,2,3.475545
81.5,No,68,64.7,8.2,87,0.1,5282.2176,0.903,15.9,2,3.434278
81.2,No,7,64.1,8.4,88,0.1,47447.4762,0.898,15.9,2,0.345274
81,No,72,63.6,8.4,89,0.1,4773.45436,0.898,15.9,2,33.628571
87,No,74,63,8.3,89,0.1,46596.33599,0.897,15.8,2,33.245773
85,No,74,62.5,8.3,9,0.1,44544.5268,0.894,15.8,2,32.887928
85,No,75,61.9,8.2,95,0.1,4386.69948,0.891,15.8,2,0.325755
81,No,76,61.3,8,93,0.1,36189.58838,0.886,15.8,2,0.032312
80,No,77,6.6,7.8,91,0.1,31979.87195,0.881,15.8,2,0.031995
79.7,No,78,6,7.7,88,0.1,28172.14883,0.877,15.8,2,0.031676
79.5,No,79,59.3,7.7,88,0.1,24167.8431,0.872,15.8,2,0.031362
79.4,No,8,58.5,7.6,88,0.1,23691.59472,0.867,15.8,2,0.031819
79.1,No,82,57.8,7.6,88,0.1,24124.16917,0.864,15.9,2,0.037697
58,No,437,22.1,0.01,47,4.5,377.132274,0.345,7.1,15,4.515392
49.9,No,451,21.6,0.01,23,5.1,337.4849614,0.37,7.1,16,4.499653
53,No,439,21.2,0.01,47,5.1,486.41114,0.366,7.1,16,0.449416
49.8,No,443,2.7,1.66,47,5.8,494.336779,0.361,6.8,16,4.476153
49.2,No,446,2.2,1.67,46,6.6,446.4434494,0.352,6.6,17,4.448525
48.6,No,453,19.8,1.56,45,7.3,449.961839,0.345,6.4,17,0.044423
47.6,No,477,19.4,1.52,46,8.3,456.8614334,0.338,6.3,17,4.345386
46.8,No,495,19,1.5,46,9,397.148467,0.33,6.2,17,0.042758
46.3,No,56,18.6,1.54,47,10,347.673678,0.323,6,17,0.421758
45.9,No,511,18.2,1.5,47,11.2,327.1149461,0.319,5.9,17,0.412791
45.7,No,512,17.9,1.5,45,12,313.21598,0.315,5.7,17,0.045536
45.7,No,51,17.5,1.49,44,12.8,286.25819,0.316,5.6,17,3.981665
45.6,No,58,17.2,1.47,42,13.4,253.768343,0.315,5.4,17,0.397612
45.6,No,54,16.8,1.52,4,13.9,243.1586486,0.314,5.3,17,0.383223
46,No,49,16.5,1.51,38,14.3,243.5429317,0.312,5.2,16,3.754986
52.6,No,362,18.7,0.01,44,2.9,125.998515,0.39,7.3,46,13.569438
52.2,No,366,18.2,0.64,46,3.1,986.13177,0.387,7.3,46,13.133589
51.8,No,367,17.9,0.62,51,3.6,973.472574,0.381,7.3,46,1.275135
51.6,No,365,17.5,0.56,4,3.9,989.2363633,0.37,6.7,46,12.288651
51.2,No,364,17.1,0.5,43,4.1,896.5697341,0.36,6.7,46,1.188722
57,No,37,16.7,0.47,32,4.4,84.455939,0.343,6.3,46,1.152786
49.6,No,394,16.4,0.45,3,4.7,929.772391,0.338,6,46,11.133861
49.4,No,394,16.1,0.42,38,4.9,81.683884,0.306,5.7,46,0.177578
48.5,No,414,15.7,0.41,49,5.1,712.1847694,0.303,5.5,45,1.421597
48.6,No,46,15.4,0.42,37,5.2,66.2421396,0.306,5.6,45,0.001679
48.5,No,45,15.1,0.34,31,5.2,454.6765879,0.301,5.6,44,0.097143
48.4,No,43,14.8,0.42,36,5.1,292.5914364,0.284,5.4,44,0.935321
48.1,No,43,14.4,0.36,31,5,22.854821,0.303,5.1,43,0.091689
48,No,4,14.1,0.3,26,4.8,197.3156442,0.3,4.9,42,0.866312
47.6,No,44,13.9,0.25,3,4.6,166.231785,0,4.7,41,8.342559
83,No,83,63.1,7.16,95,0.1,14817.37778,0.841,16.2,2,17.613798
81,No,84,62.5,7.2,9,0.1,15941.39722,0.831,15.6,2,17.462982
79.9,No,84,61.8,6.76,9,0.1,15431.9293,0.826,15.5,2,1.739746
79.8,No,86,61.2,7.26,93,0.1,1475.69242,0.82,15.4,2,17.153357
79.1,No,89,6.6,7.93,92,0.1,1286.17764,0.815,15.2,2,16.993354
79.3,No,91,59.9,7.67,94,0.1,1243.32824,0.816,15.3,2,16.829442
79.6,No,88,59.3,7.31,95,0.1,1781.3668,0.804,15.2,2,16.661942
78.9,No,9,58.7,7.39,95,0.1,1526.87746,0.797,14.8,2,16.491687
78.9,No,91,58.1,7.33,94,0.1,9484.681227,0.796,14.9,2,16.319792
78.4,No,93,57.4,7.57,92,0.1,7615.3468,0.79,14.6,2,1.614764
78,No,97,56.8,6.32,94,0.1,621.828325,0.781,14.3,2,15.973778
77.9,No,1,56.1,6.37,96,0.1,4787.699532,0.775,14,2,15.799542
77.8,No,11,55.4,6.06,97,0.1,4463.545867,0.768,13.9,2,15.623635
77.3,No,16,54.7,6.1,96,0.1,4595.666327,0.761,13.7,2,15.444969
77.3,No,13,54,6.24,91,0.1,511.368479,0.755,13.5,2,15.262754
75.8,No,86,31.9,5.78,99,0.1,7683.5238,0.723,13.1,171,0.136427
75.6,No,88,3.9,5.79,99,0.1,777.77594,0.713,12.7,185,0.135738
75.4,No,89,3,5.74,99,0.1,6337.882993,0.703,12.4,201,0.135695
75.2,No,91,29,5.63,99,0.1,5633.79616,0.7,12.8,215,0.134413
75,No,92,28.1,5.75,99,0.1,456.512487,0.691,12.5,231,0.133775
74.9,No,93,27.3,4.88,99,0.1,3838.434292,0.682,12.2,248,0.133126
74.5,No,97,26.5,4.27,99,0.1,3471.247547,0.672,11.9,266,1.324655
74.4,No,96,25.7,3.88,94,0.1,2695.366223,0.659,11.4,285,1.317885
74.2,No,98,24.9,3.28,94,0.1,299.229676,0.646,11,307,0.013112
73.9,No,99,24.1,2.92,87,0.1,1753.4178,0.634,10.6,332,0.013372
73.5,No,11,23.4,3.04,87,0.1,158.668462,0.622,10.2,360,0.129675
73.1,No,13,22.6,2.96,87,0.1,1288.642924,0.61,9.9,391,0.012884
72.7,No,16,21.9,2.91,86,0.1,1148.5857,0.6,9.7,422,0.001284
72.2,No,11,21.2,2.84,86,0.1,153.1824,0.592,9.6,457,0.127185
71.7,No,115,2.5,3.06,86,0.1,959.372181,0.583,9.5,490,1.262645
74.6,No,144,57.2,4.38,9,0.1,7913.383432,0.72,13.6,11,47.791911
74.4,No,145,56.4,4.41,91,0.1,83.5863,0.712,13.3,11,47.342981
74.3,No,143,55.7,4.44,91,0.1,7884.984429,0.707,13.2,11,46.881475
74.2,No,144,55,4.37,85,0.1,7227.73968,0.7,13,12,4.646646
73.6,No,15,54.2,4.28,88,0.1,625.65544,0.695,12.8,12,4.591897
73.6,No,15,53.5,4.34,92,0.1,5148.422113,0.691,12.4,13,45.416181
73.5,No,146,52.8,4.45,92,0.1,5433.7245,0.683,12.2,14,4.491544
73.5,No,144,52,4.66,93,0.1,4674.21961,0.675,11.9,14,44.374572
73.1,No,147,51.3,4.53,94,0.1,379.78776,0.669,11.5,15,43.835722
73.1,No,144,5.5,4.38,93,0.1,3386.256,0.658,11.1,15,43.285634
72.8,No,148,49.8,4.26,89,0.1,274.249442,0.658,11.3,16,42.724163
72.4,No,15,49,4.25,92,0.1,2246.257472,0.659,11.6,16,42.152151
71.8,No,163,48.2,4.45,83,0.1,2355.725857,0.656,11.5,17,41.572491
71.5,No,165,47.5,4.43,83,0.1,2395.856551,0.653,11.4,17,0.498899
71.4,No,167,46.7,4.66,82,0.1,2472.197831,0.65,11.3,18,0.443958
63.2,No,23,23.7,0.01,87,0.8,852.954379,0.497,11.1,1,0.759385
62.9,No,233,23.2,0.01,85,0.8,834.341949,0.49,10.9,1,0.007415
62.5,No,237,22.6,0.01,85,0.8,788.632653,0.484,10.8,2,0.723868
62.2,No,241,22.1,0.12,85,0.2,829.7586885,0.479,10.6,2,0.076569
61.8,No,246,21.6,0.15,82,0.1,769.1742883,0.476,10.5,2,0.689692
61.3,No,251,21.1,0.17,84,0.1,778.5454199,0.465,10.3,2,0.673252
61,No,255,2.6,0.12,81,0.1,795.97519,0.461,10.2,2,0.657229
66,No,259,2.1,0.16,75,0.1,72.759313,0.459,10,2,0.064162
63,No,262,19.6,0.25,69,0.1,648.38717,0.451,9.9,2,0.626425
60,No,266,19.2,0.24,67,0.1,621.93372,0.434,9.7,2,0.611627
59.8,No,269,18.8,0.27,73,0.1,616.4197236,0,9.5,2,0.597228
59.6,No,271,18.4,0.26,8,0.1,544.566526,0,9.2,2,0.583211
59.5,No,271,18,0.08,98,0.1,433.2691451,0,8.8,2,0.569479
59.5,No,272,17.6,0.08,7,0.1,395.9319363,0,8.5,1,0.555888
59.5,No,272,17.3,0.09,7,0.1,375.8528566,0,8.2,1,0.542357
79.5,No,96,59.5,3.45,91,0.1,1647.44179,0.768,13.9,1,4.757575
79.4,No,96,58.5,3.42,95,0.1,1569.66631,0.762,13.7,1,0.047641
79.2,No,97,57.5,3.34,9,0.1,9985.36959,0.758,13.6,1,4.654122
79,No,98,56.5,3.41,82,0.1,9186.59639,0.752,13.4,1,0.046474
78.1,No,16,55.5,3.58,93,0.1,8199.414621,0.749,13.3,1,0.454528
79.2,No,96,54.4,4.07,8,0.1,689.396224,0.747,13.1,1,4.488263
78.9,No,99,53.4,4.22,89,0.1,6911.136136,0.74,12.9,1,0.442958
78.9,No,93,52.4,4.2,89,0.1,612.623418,0.734,12.8,1,4.369469
78,No,16,51.4,4.15,89,0.1,5245.187372,0.727,12.6,1,0.438794
78.6,No,97,5.3,4.1,91,0.1,4697.11135,0.723,12.4,1,4.247841
77.7,No,12,49.3,4.09,9,0.1,4425.57467,0.719,12.2,1,0.418738
78,No,1,48.3,4.04,88,0.1,4167.71417,0.715,12.1,1,4.125971
78.3,No,99,47.3,4.17,94,0.1,462.14965,0.712,11.9,1,0.046324
77.5,No,1,46.4,4.29,92,0.1,3981.52847,0.708,11.7,1,3.996798
77.6,No,98,45.4,4.34,8,0.1,388.363689,0.702,11.6,1,3.925443
77.8,Yes,97,63.1,12.14,95,0.1,13467.46827,0.82,15.1,0,4.238389
77.7,Yes,97,62.5,12.39,96,0.1,13574.749,0.817,14.9,0,4.255689
77.1,Yes,14,61.9,11.49,96,0.1,13235.97757,0.815,14.6,0,4.267558
77,Yes,14,61.3,12.19,96,0.1,14539.18421,0.808,14.5,0,0.428622
76.6,Yes,16,6.6,12.1,97,0.1,1355.74586,0.803,14.2,0,4.417781
76.3,Yes,19,6,12.21,96,0.1,14157.14416,0.803,14.2,0,0.442978
76,Yes,116,59.4,12.06,96,0.1,15893.8656,0.8,14.3,0,0.443458
75.8,Yes,114,58.7,12.56,96,0.1,13546.69872,0.793,14.3,0,0.004436
75.9,Yes,113,58.1,11.83,96,0.1,11363.41845,0.783,13.9,0,4.44e-4
75.2,Yes,116,57.5,11.59,96,0.1,1224.2459,0.777,13.6,0,0.004442
75.4,Yes,114,56.9,13.11,96,0.1,9365.742468,0.771,13.3,0,0.004439
74.7,Yes,122,56.3,13.78,95,0.1,785.881418,0.765,12.9,0,4.44e-4
74.8,Yes,124,55.8,13.39,95,0.1,653.71637,0.759,12.6,0,4.44e-4
74.9,Yes,126,55.2,13.15,94,0.1,5245.421419,0.749,12.3,0,4.44e-4
74.7,Yes,127,54.7,12.73,94,0.1,4919.62869,0.739,12.2,0,0.004426
83,Yes,53,59.8,0.01,99,0.1,2734.88382,0.85,14,0,0.115239
81,Yes,54,59.2,9.04,99,0.1,2797.96736,0.85,13.8,0,1.143896
80,Yes,56,58.7,10.55,99,0.1,28951.15556,0.85,13.8,0,0.113562
79.7,Yes,57,58.3,10.69,99,0.1,32233.83942,0.847,13.8,0,1.124835
79.5,Yes,59,57.8,11.32,99,0.1,3818.46396,0.853,14.6,0,0.111267
79.3,Yes,6,57.3,10.8,99,0.1,3215.8159,0.849,14.1,0,0.019876
79.1,Yes,62,56.8,12.01,97,0.1,3539.7488,0.844,13.7,0,0.181563
78.9,Yes,63,56.3,11.56,97,0.1,31386.63265,0.836,13.5,0,0.163712
78.8,Yes,64,55.8,11.47,97,0.1,27169.99256,0.829,13.4,0,0.014559
78.7,Yes,65,55.3,11.41,98,0.1,25324.48666,0.826,13.5,0,0.127658
78.6,Yes,65,54.8,13.03,98,0.1,23932.49128,0.823,13.4,0,0.001141
78.5,Yes,66,54.3,10.62,98,0.1,2293.4789,0.815,13,0,0.993563
78.4,Yes,68,53.8,11.68,98,0.1,16372.29152,0.805,12.5,0,0.976966
78.2,Yes,69,53.3,10.16,97,0.1,1562.92433,0.8,12.4,0,0.096282
78.1,Yes,7,52.8,9.56,97,0.1,14672.8826,0.798,12.5,0,0.943286
84,Yes,73,58.4,9.64,94,0.1,62425.5392,0.926,19.2,0,5.643475
81,Yes,75,58.1,9.5,94,0.1,61191.19263,0.924,18.7,0,5.614932
80,Yes,76,57.7,9.26,94,0.1,5857.521,0.922,18.4,0,5.591572
79.7,Yes,79,57.4,10.47,91,0.1,61753.667,0.91,16.9,0,0.557572
79.2,Yes,84,57,10.28,9,0.1,5841.41122,0.906,16.8,0,5.547683
78.9,Yes,86,56.6,10.08,89,0.1,58163.29359,0.906,16.8,0,0.552395
78.8,Yes,88,56.3,10.7,88,0.1,64322.6664,0.906,16.8,0,5.493621
78.4,Yes,93,55.9,10.99,87,0.1,58487.451,0.904,16.7,0,5.461438
78.1,Yes,93,55.4,11.02,93,0.1,5226.99311,0.902,16.9,0,5.437272
78.1,Yes,92,55,11.28,93,0.1,48799.8237,0.897,16.6,0,5.419432
77.7,Yes,98,54.4,11.27,95,0.1,46511.6457,0.893,16.5,0,0.544523
77.3,Yes,11,53.9,11.54,96,0.1,4458.7764,0.882,16.3,0,0.539574
77,Yes,14,53.3,11.34,98,0.1,33228.69291,0.875,16.6,0,5.375931
77,Yes,12,52.8,11.56,97,0.1,3751.64946,0.862,16.2,0,5.358783
76.9,Yes,12,52.2,11.69,97,0.1,3743.55917,0.86,16.5,0,5.339616
63,No,252,34.4,0.38,78,2.1,174.91511,0.467,6.3,1,0.912164
62.7,No,256,33.8,0.53,82,2.1,1622.637974,0.464,6.3,1,0.896688
62.2,No,263,33.2,0.52,81,1.9,1536.15685,0.46,6.3,1,0.881185
61.8,No,268,32.7,0.39,87,2.7,143.986898,0.451,5.9,1,0.865937
61.3,No,273,32.2,0.44,88,3.1,1325.99724,0.441,5.5,1,0.851146
69,No,279,31.7,0.49,89,3.2,1253.657431,0.436,5.3,1,0.083684
62,No,289,31.3,0.49,89,3.3,1214.77118,0.427,5,1,0.822934
59.8,No,296,3.9,0.45,88,3.5,147.586896,0.416,4.5,1,0.008942
59.1,No,39,3.6,1.02,72,3.7,965.6693779,0.405,4.3,2,0.079628
58.6,No,318,3.2,1.23,71,3.9,94.7297489,0.396,4,2,0.783254
58.1,No,326,29.8,1.18,64,4,864.184726,0.388,3.7,2,0.077752
58,No,325,29.4,1.02,68,4.2,819.974118,0.378,3.5,2,0.758615
57.9,No,322,29,1.03,62,4.3,792.15412,0.372,3.3,2,0.746221
57.7,No,323,28.6,0.95,49,4.3,781.2322196,0.363,2.9,2,0.732711
57.4,No,325,28.2,1.34,46,4.1,768.176767,0.361,2.9,2,0.717584
73.6,No,154,57.9,5.92,9,0.3,6268.692122,0.712,13.2,6,0.145844
73.4,No,157,56.8,5.93,82,0.3,627.55544,0.709,13.2,6,1.281296
72.1,No,174,55.8,5.93,85,0.4,5968.876767,0.706,13.1,6,0.115495
73.1,No,16,54.7,5.91,84,0.7,5759.643,0.703,13,6,0.012795
72.7,No,166,53.6,6.02,85,0.9,5451.6696,0.697,12.9,6,9.897985
73.6,No,157,52.6,6.05,85,1.2,4952.67753,0.695,12.9,6,9.767758
73.3,No,161,51.5,6.12,86,1.4,511.37937,0.692,12.8,6,0.963652
72.9,No,164,5.4,6.05,86,1.6,4647.31359,0.685,12.7,6,0.954353
72.3,No,178,49.3,6.2,88,1.8,3836.468771,0.677,12.6,7,9.371338
69.7,No,28,48.2,5.71,86,2,3681.5993,0.668,12.6,7,9.237566
69.3,No,214,47.2,5.16,66,2.1,2421.9662,0.666,12.5,7,0.912998
73,No,22,46.1,6.32,65,2.3,2372.628827,0.665,12.4,7,0.896776
71.4,No,189,45.1,6.43,74,2.4,38.46578,0.66,12.3,7,8.832285
71.2,No,188,44.1,6.13,71,2.5,2862.154836,0.656,12.3,7,8.697126
72,No,176,43.1,6.58,71,2.5,282.4242,0.651,12.2,7,8.562622
76,No,121,53.5,3.82,84,0.1,6432.216537,0.737,14,6,1.593112
76,No,121,52.8,3.77,87,0.1,674.9829,0.725,13.4,6,15.661547
75.5,No,127,52.1,3.92,85,0.1,572.14313,0.717,13.3,7,15.419666
75.3,No,131,51.4,3.99,85,0.1,5223.351763,0.71,13.2,7,15.177355
75,No,134,5.7,3.95,88,0.1,4657.32361,0.703,13.1,7,1.493469
75.1,No,137,5,3.87,91,0.1,4255.56571,0.702,13.1,7,14.691275
74.6,No,139,49.3,3.76,94,0.1,4274.95265,0.698,13,7,14.447562
74.7,No,14,48.6,3.63,95,0.2,359.71886,0.696,12.9,7,1.425453
74.4,No,144,47.9,3.52,92,0.3,335.786541,0.693,12.8,8,1.396748
74.2,No,151,47.2,3.54,89,0.3,321.942547,0.688,12.8,8,13.735233
74.4,No,148,46.5,3.65,9,0.3,278.557892,0.682,12.7,8,1.359647
74.4,No,151,45.8,3.69,97,0.3,244.46898,0.679,12.6,8,1.328961
73.6,No,157,45.1,3.88,88,0.3,2183.966796,0.675,12.5,8,0.013726
73.4,No,158,44.3,4.13,9,0.3,193.741571,0.67,12.4,9,12.852755
72.8,No,163,43.6,3.99,83,0.3,1451.29776,0.668,12.4,9,12.628596
73.3,No,181,55.4,2.52,93,0.2,3988.771871,0.676,13.2,2,6.281189
73,No,184,54.7,2.42,92,0.2,3895.664491,0.675,13.2,2,0.625777
73,No,181,54.1,2.48,93,0.3,3827.786267,0.67,13.2,2,6.221246
72,No,197,53.4,2.37,9,0.3,3736.58713,0.666,13,2,0.619256
72,No,191,52.8,2.36,89,0.3,3474.392445,0.662,12.9,2,6.164626
71.4,No,23,52.1,2.55,91,0.3,3366.482133,0.662,12.8,2,6.137276
71.7,No,194,51.4,2.68,98,0.3,357.347674,0.659,13.4,2,0.061131
71.2,No,23,5.8,2.83,99,0.3,334.83817,0.657,12.9,2,0.683475
75,No,211,5.1,2.77,96,0.2,362.951768,0.651,12.9,3,0.656478
71,No,213,49.4,2.77,89,0.2,2835.281237,0.644,12.7,3,0.628961
70,No,215,48.6,2.9,9,0.3,2632.79942,0.636,12.4,3,0.006775
69.9,No,29,47.8,3.1,93,0.3,2519.737387,0.628,12,3,5.971535
73,No,24,47,2.97,81,0.4,248.4125,0.621,11.8,3,0.059433
68.9,No,219,46.2,2.88,94,0.4,2338.772244,0.615,11.6,4,0.595962
69,No,218,45.3,2.79,98,0.4,2238.4116,0.607,11.3,4,5.867626
57.9,No,32,24,0.01,24,4.4,192.59733,0.582,9.2,3,1.129424
57.4,No,327,23.5,10.72,3,5.7,2246.9938,0.586,9.2,3,0.183746
56.7,No,337,23,11.89,3,8.2,21557.6528,0.583,9.2,3,0.138593
56.2,No,344,22.6,10.99,39,7.7,21451.88617,0.58,9.2,3,0.099429
56.1,No,339,22.1,9.93,59,7.2,17136.44568,0.589,9.2,3,0.095114
55.7,No,34,21.7,7.97,57,7.3,1653.2937,0.59,9.1,3,0.099111
55.4,No,338,21.3,8.34,55,6.3,22742.38159,0.592,9.1,3,0.868418
55,No,339,2.9,6.86,54,5.9,15761.83913,0.587,9,3,0.829327
54.8,No,337,2.5,7.28,52,5.3,12732.2759,0.569,9,3,0.792217
54.4,No,337,2.2,7.19,5,4.9,185.63334,0.563,8.7,3,0.757317
54.1,No,336,19.8,6.28,48,4.4,685.34897,0.553,8.5,3,0.724817
53.8,No,334,19.5,7.13,46,3.6,3577.176197,0.554,8.4,3,0.694611
53.5,No,334,19.1,6.01,44,2.9,2711.17114,0.542,8.2,3,0.066647
53.1,No,334,18.7,5.07,43,2.3,2283.87939,0.527,8,3,0.639762
52.7,No,336,18.3,4.46,41,1.9,172.68491,0,0,3,0.614323
62.9,No,286,16.5,0.62,96,0.7,582.775532,0.405,5,6,0.447469
62.1,No,298,16,0.61,9,0.9,482.14994,0.404,5.1,6,0.043984
61.4,No,311,15.5,0.63,92,1,43.7544499,0.402,5.2,6,0.431334
67,No,322,15.1,0.49,94,1.1,326.825642,0.406,5.2,6,4.232636
62,No,329,14.7,1.23,91,1.3,317.3294336,0.405,5.3,6,4.153332
59.7,No,336,14.3,0.97,94,1.4,297.828588,0.405,5.3,7,0.466648
59.4,No,34,13.9,1.07,96,1.6,276.75896,0,5.4,7,0.039697
59.1,No,342,13.6,0.64,98,1.8,287.4222243,0,5,7,3.858623
58.8,No,343,13.3,0.56,95,1.9,232.7945459,0,4.7,7,3.738265
58.5,No,343,13.1,0.83,92,1.9,21.7687981,0,4.4,7,3.614639
58.1,No,345,12.8,0.61,89,2,215.139213,0,4.3,7,3.497124
45.3,No,593,12.6,0.83,82,1.9,28.1969487,0,3.9,7,0.339281
77.3,No,122,59.4,0.01,93,0.1,19941.45532,0.86,16.5,0,1.314545
76.9,No,127,59,0.01,94,0.1,1929.7746,0.856,16.5,0,1.317997
76.3,No,135,58.5,0.01,94,0.1,17421.8922,0.85,16.5,0,1.322696
76.1,No,138,58,0.01,93,0.1,17454.84342,0.838,16.4,0,1.327439
75.6,No,137,57.6,14.97,94,0.1,14638.6482,0.833,16.2,0,1.331475
74.9,No,156,57.1,15.04,95,0.1,14726.31828,0.836,16.1,0,1.334515
74.2,No,167,56.7,16.99,95,0.1,1894.5485,0.835,16.1,0,0.013379
73,No,189,56.3,17.87,95,0.1,16586.452,0.829,16.1,0,0.013468
73,No,188,55.9,16.58,95,0.1,12595.4165,0.822,16.1,0,0.134681
72.8,No,189,55.5,15.52,96,0.1,1338.31322,0.812,15.9,0,1.354775
72.3,No,195,55.2,15.07,95,0.1,885.465115,0.805,15.7,0,0.136255
71.9,No,199,54.9,11.64,95,0.1,7174.237415,0.798,15.6,0,0.013772
71.2,No,211,54.6,11.48,94,0.1,538.347781,0.791,15.4,0,0.137935
78,No,225,54.3,0.01,94,0.1,4498.95727,0.781,15,0,1.388115
78,No,218,54,0.01,93,0.1,47.32827,0.764,14.4,0,1.396985
64.2,No,234,17.2,0.01,75,0.6,571.1622759,0.435,8.4,140,97.366774
63.7,No,237,16.8,1.86,7,0.9,52.1535887,0.427,8.4,145,94.887724
63.3,No,241,16.4,1.84,7,1.2,468.567249,0.422,8.4,150,92.444183
62.6,No,249,16,1.32,7,1.4,354.8463544,0.411,8.2,156,0.946756
61.8,No,261,15.6,1.34,69,1.7,341.39992,0.401,8.1,162,0.877267
68,No,274,15.3,1.17,65,2,379.7566385,0.393,8.1,169,85.416253
59.8,No,289,14.9,1.13,63,2.4,325.3825543,0.378,7.6,177,83.184892
58.5,No,39,14.5,1.06,61,2.8,243.326822,0.362,7.1,186,0.008149
57.2,No,328,14.2,1.22,59,3.3,193.794956,0.346,6.6,196,7.885689
56,No,343,13.8,0.99,56,3.7,161.6266248,0.325,5.8,206,7.672783
55,No,354,13.5,0.86,54,4.1,135.7623858,0.31,5.4,217,7.462445
54,No,363,13.2,0.79,55,4.4,118.8734466,0.306,5.2,228,72.545144
53.2,No,369,12.9,0.8,55,4.6,111.3634356,0.298,4.9,237,7.497192
52.5,No,372,12.6,0.85,55,4.9,12.1789279,0.283,4.3,246,68.492257
51.2,No,391,12.3,0.88,55,5,123.876257,0,3.9,253,66.537331
69.7,No,19,61.9,0.01,99,0.1,546.3728,0.727,15.2,0,0.088586
69.6,No,192,61.1,0.01,99,0.1,4763.68956,0.719,15,0,0.879715
69.4,No,195,6.2,0.01,99,0.1,4546.73854,0.714,14.9,0,0.873596
69.2,No,197,59.5,0.01,99,0.1,4353.121392,0.709,14.7,0,0.086786
69.1,No,2,58.7,2.25,99,0.1,3651.966784,0.706,14.6,0,0.085995
68.9,No,23,58,2.31,99,0.1,3369.48247,0.704,14.5,0,0.851967
68.7,No,26,57.3,1.95,99,0.1,4177.657789,0.7,14.3,0,0.084334
68.6,No,29,56.6,2.09,99,0.1,478.82327,0.698,14.2,0,0.834812
68.5,No,211,55.9,2.06,98,0.1,3749.939813,0.695,14,0,0.827411
68.3,No,214,55.1,2.02,97,0.1,3658.63832,0.699,13.9,0,0.821817
68.1,No,218,54.2,1.63,96,0.1,3332.918533,0.691,13.4,0,0.818354
68,No,22,53.2,1.76,95,0.1,2835.973972,0.689,13.3,0,0.816628
67.9,No,22,52.2,1.85,94,0.1,2259.55796,0.687,13.3,0,0.815691
67.8,No,221,51.2,1.93,92,0.1,238.891729,0.683,13.2,0,0.814218
67.7,No,221,5.2,2.05,91,0.1,276.1338,0.681,13.1,0,0.811223
89,No,78,61.7,8.8,98,0.1,49914.61864,0.89,17,0,5.461512
